tweet,error
@asshole_king oh no. They drafted that gay ass that come out on TV? Well u welcome to Redskins nation. No queers just a lot of niggers.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@atspace your 2. And 3. Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"@bad_boy_six @ksteven37 
Here ya go wetback, eat this.. http://t.co/kf6PgZvH5G","status_code: 498, body: {'message': 'blocked output: please adjust your prompt and try again, as this generation may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@bitchdicknigga you're a fucking nigger,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@brrrrangadang this nigga &#128529;&#128529;.. know damn well you a coon,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@chanelisabeth that nigger music,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"@densonkeith most of these people are followers of followers of truth, but they themselves are still niggers... their outlook, mind &amp; all.","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@elchavaloko who cares tbh ones a shitty dirty Argentino &amp; the other is a feather fisted nigger,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@fucktyler me too Tyler it just makes me think that they're lil nigger baby hoodrats.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@hellootitty nigger,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@itsjaylaaa eat shit nigga bitch turd bag dick beetle,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@jakiekoelewijn nigga who's bitch u fucking cracker get your gay ass out my mentions.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@kiara_curry i know im so kidding. Some of BET is funny. I love when blacks call eachother ignorant and niggers. Makes me not have to,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@kieffer_jason @zach_smith98 @NathannDevlin so why the fuck are still talking shit. You acting like a pussy ass nigga,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@kieffer_jason lmao why ur dad raised u to be a bitch made nigga,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"@kmdk83 @BeautifulMined
I hopes dis ain't cause he colored cause I knows he be actin all nigga like","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@michaeldbirch What else do you expect from that nigger lover?,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot,"status_code: 500, body: {'message': 'internal server error, this has been reported to our developers. id 3d53de49-a9ff-4499-91f0-a8c26c277291'}"
@mlvassallo Oh really? fags are gross You aids infected sick fuckers,"status_code: 500, body: {'message': 'internal server error, this has been reported to our developers. id eba817fb-e14e-41d3-9777-a9af6ed55b56'}"
@nosfiend215 @faggot696969 niggers,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@oVoshubham No the fuck am not bitch how bout u get out there bitch ass Nigga stupid ass,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"@samzbikowski Cody is ALWAYS calling people ""nigger"". He's a fucking spaz!","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@saucygyro that was back when nigger music was decent,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@shefeelsD_Payne hell naw he ain't he the star of that team lol but I'm sure that white honkey called him a nigga,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo yeah ok nigger.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@skrabah Don't my nigga me honkie,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@tiffantasticc your dad is genuine happy guy because his kids aren't niggers though &#128532; jimmy is my nigga 5eva,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@truuueee_ that bitch done.. have it to u on Sunday my nigga,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"@valonfox13 not no but hell no, when blk. stop sayin nigger I will, what they can have I can have. this is america","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
@whoswilly white boy talmbout Ight I'll see you tomorrow at school nigger,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"A guy claiming to be Republican called C-Span news and said ""Republicans hate that nigger Obama"" https://t.co/XZe0u7guZM","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Ain't shit like fucking another nigga bitch and askin her ""who pussy is this"" and she say yours lmao no bitch im stealing this pussy lol","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
And I'm definitely top 3 at makin beats in the city but y'all niggers love your trap beats so y'all probably won't admit that,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Bitch ass nigga, be hating on black women... Uncle Tom bitch punk.","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Bitch fuck yo nigga, what's up with that pussy!!?!","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Bitches be having a nigga but want to be another nigga WCW bitch it don't work like that,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Chasing these hoes, better get cash nigga","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Come on nd get that chicken niggers love dat chicken from popeyes http://t.co/YjFh2HaVav,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Cute ass niggah. http://t.co/h0SQoPTYfX,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Dad just yelled out ""in bout to fry some chicken like a nigger""","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz.","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Delete now you bitch ass nigga RT @Quanny_Quan: If the Redskins beat us I will delete my fucking IG,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Don't mind black people.....hate niggers!,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Everyone calls me ""b"" they be like oh wassup b &#128524; and I be like wassup my niggah","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Faggot ass bitch nigga,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
For all we know this nigga a rapist. Y'all hoes dumb &#8220;@daniellathepimp: *melts* http://t.co/RRROzn5bdy&#8221;,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Fredo was a bitch ass nigga. How niggas fire over 20 shots at his pops but he didn't get off 1 cuz he dropped the gun smh,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"From now on, I will call all radical MUSLIMS niggers!
It is very fitting, and it is racist! 
I AM RACIST AGAINST ANYONE WHO HATES AMERICA!","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Fuck a lame nigga than you a lame bitch,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame,"status_code: 498, body: {'message': 'blocked output: please adjust your prompt and try again, as this generation may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Fuck that niggah he so weak, he cant tell that you a freak","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Fucking with these hoes nigga don't be no dumby,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Funniest yt comment I ever received was ""Niggers gonna nig *shrugs*"" .. lmao racist muthafucka caught me off guard","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Gay ass nigga &#128514;&#128514; bitch you thought you thought,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Happy birthday to this coon ass nigga buckcity @ThatLatsonKidd,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Happy first day of college nigger @MorbidMermaid,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"He ain't shit girl, &#128175;he a bitch made nigga !","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Hey my folk. This nigger loving Jew boy @Deuterostomes asked if I was making death threats against his goat fucking people. Fuck him.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I ain't been to the fair since I was like 8 and I haven't wanted to go since then either for some reason. Too many niggers for me,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I already know you trash if being tatted is on the list of things you want in a nigga..,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I dont even say nigga i say nigger. Im like Chuck Norris. I say the nigger word without checking over my shoulder.,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I fucking hate you niggers bruh... http://t.co/OeTK4f94BO,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I hate when black people try and be white so bad ... Your a nigger,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies,"status_code: 498, body: {'message': 'blocked output: please adjust your prompt and try again, as this generation may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I love fuckin wit people. I be givin greedy ass nigas old as crackers wit expired cheese dey be callin me like&#8221; nigga im shittin likea goose,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I really get upset when my lightskin friends have another cute dark skin sidekick..like Im supposed to be the only cute darkie u hang wit &#128545;,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I think this nigga retarded G,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"I would like to apologize to anyone I have called fat, stupid, gay, nigger, jew or retarded. I am truly sorry.... 

JK 

Just trolling

Fags","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I'm seeing more &amp; more niggers migrating further up liberty rd... smh,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
I'm so sick of u niggers...,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
It's levels to my bitch you can't fuck her nigga cause she like red bottom you can't afford her nigga she got Benz you riding honda accord,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Johnny Rebel - If I could be a nigger for a day: http://t.co/JPKdkpbjxh,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Johnny Rebel - Quit your bitchin' nigger!: http://t.co/uCGhrY7zGe,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Late night phone convos with my hoomie that nigga a gook,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Lemme find out that bitch nigga talking shit,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Liberty and justice for all RT @ThatAngryNigga Go get me a sandwich nigger or I'll kill you,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
Lmao Lebron's expression says it all RT &#8220;@InkMyHoleBody: This nigga is a fuckin faggot https://t.co/GSGhiZMdmW&#8221;,"status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
"Look at this coon ass nigga here..... Standing on a damn toilet, looking around for his manhood...&#8230; http://t.co/3WyPsnRLu3","status_code: 498, body: {'message': 'blocked input: please adjust your prompt and try again, as it may be a potential violation of our Usage Guidelines (https://docs.cohere.com/docs/usage-guidelines).'}"
